user_id,favorite_subjects
203074,Description And Travel
203074,Dragon
203075,Fiction
203075,General
203075,Short Stories
203083,Action Adventure
203083,Adventure Stories
203083,Ciencia-Ficcin
203086,Cousin
203086,Domestic Fiction
203086,English Literature -- History And Criticism
203088,[NO_SUBJECT]
203089,Biography
203090,Continental European Drama Dramatic Works By One Author
203090,Continental European Fiction
203090,Fiction
203105,Adventure
203105,Comics Graphic Novels
203105,End Of The World
203110,Cases
203110,Books
203110,Crime
203111,Child Abuse
203111,Detective And Mystery Stories
203111,Fiction
203112,Adventure Stories
203112,Child And Youth Fiction
203112,Children Grades 2-3
203114,Adopted Children
203114,Birthparents
203114,Family
203115,Fiction
203115,Life Change Events
203115,Women
203119,Canadian English
203119,Child
203119,Enfants
203122,[NO_SUBJECT]
203127,Adventure Stories
203127,British And Irish Fiction Fictional Works By One Author
203127,Character
203129,Fiction
203129,Juvenile Fiction
203129,Diary
203134,Family
203134,Fiction
203134,Horror
203138,Artist
203138,Divorce
203138,Father-Daughter Relationships
203140,Fiction
203140,Good And Evil
203140,Child
203145,Attempted Murder
203145,Contemporary
203145,Fiction
203149,Domestic Fiction
203149,Fiction
203149,Friendship
203156,Fiction
203156,General
203156,Action Adventure
203161,Fiction
203161,Large Type Books
203161,General
203162,American Fiction
203162,American Fiction Fictional Works By One Author
203162,Archer
203163,Detective And Mystery Stories
203163,Fiction
203163,General
203165,African American Authors
203165,African Americans
203165,American Authors
203168,Canadian Fiction Fictional Works By One Author
203168,English Fiction
203168,Father-Daughter Relationships
203175,American
203175,American Wit And Humor
203175,Caricatures
203176,Detective And Mystery Stories
203176,Fiction
203176,Mystery
203180,Fiction
203180,General
203180,Historical
203187,Actresses
203187,Biography
203187,Conduct Of Life
203188,Condiciones Sociales
203188,Conditions Sociales
203188,Conduct Of Life
203195,Fiction
203195,Bounty Hunters
203195,Detective And Mystery Stories
203203,Action Adventure
203203,American Science Fiction
203203,Anglo-Saxons
203206,[NO_SUBJECT]
203212,Adventure Stories
203212,Ficcin
203212,Fiction
203213,Fiction
203213,General
203213,Large Type Books
203217,Fiction
203217,Gifted Youth
203217,Horror
203220,England
203220,Fiction
203220,General
203226,Fiction
203226,General
203226,American Fiction Fictional Works By One Author
203231,Cat
203231,Fiction
203231,Friendships
203240,Fiction
203240,General
203240,Juvenile Fiction
203243,Fiction
203243,China
203243,Chinese Americans
203246,Brother
203246,Family Life
203246,Father-Son Relationships
203249,Drug Abuse
203249,England
203249,Fiction
203250,2001
203250,Biography
203250,Erlebnisbericht
203253,[NO_SUBJECT]
203258,Self-Actualization Psychology
203258,"Voyages, Imaginary"
203260,Alternative History
203260,Detective And Mystery Stories
203260,Fiction
203262,Alcoholism
203262,Attention-Deficit Hyperactivity Disorder
203262,Baseball
203265,Boys
203265,Fiction
203265,General
203274,Criminal Investigation
203274,Detective And Mystery Stories
203274,Fiction
203278,Detective And Mystery Stories
203278,Fiction
203278,General
203280,Fiction
203280,General
203280,Large Type Books
203281,Fiction
203281,General
203281,Reading Level-Grade 10
203298,Angels
203298,Christian Literature
203298,Christianity
203309,20Th Century
203309,American Fiction Fictional Works By One Author
203309,Capitalism
203313,Action Adventure
203313,Adventure Stories
203313,Awardhugoawardnovel
203315,Fiction
203315,Family Life
203315,Large Type Books
203316,Fiction
203316,Literature
203316,Loss Psychology
203318,Dance
203318,Dancer
203318,Fiction
203323,American Fiction Fictional Works By One Author
203323,Ancient
203323,Ancient Philosophy
203326,Biography
203326,Diary
203326,Addresses
203337,Fiction
203337,Juvenile Fiction
203337,Magic
203345,Fiction
203345,Large Type Books
203345,Spiritual Life
203347,African American Families
203347,African Americans
203347,Fiction
203355,Large Type Books
203355,Americans
203355,Biografa
203361,[NO_SUBJECT]
203363,American Fiction Fictional Works By One Author
203363,Cat
203363,Fiction
203366,Fiction
203366,Conspiracies
203366,General
203369,Brains
203369,Intellect
203369,Intelligence
203370,81354
203370,Angels
203370,Bereavement
203376,Fiction
203376,General
203376,Alienation Social Psychology
203378,[NO_SUBJECT]
203379,Biography
203379,California
203379,Foster Children
203380,Fiction
203380,Large Type Books
203380,General
203390,American
203390,Books
203390,Child And Youth Fiction
203392,Bounty Hunters
203392,Christian
203392,Christmas
203394,Adventure Fiction
203394,Adventure Stories
203394,Detective
203396,[NO_SUBJECT]
203401,Fiction
203401,Large Type Books
203401,Thriller Fiction
203405,Fiction
203405,General
203405,Humor
203406,Civilisation
203406,Civilizacin
203406,Civilization
203408,Detective And Mystery Stories
203408,Fiction
203408,Mystery
203411,Fiction
203411,Detective And Mystery Stories
203411,General
203417,Belletristische Darstellung
203417,Books And Reading
203417,Censorship
203418,Child And Youth Fiction
203418,Fantasy Fiction
203418,Horror
203421,Aromatherapy
203421,Popular Works
203422,Fiction
203422,Short Stories
203422,General
203423,East Indians
203423,Family Life
203423,Fiction
203424,Fiction
203424,General
203424,1939-1945
203425,Bounty Hunters
203425,Detective And Mystery Stories
203425,Fiction
203426,[NO_SUBJECT]
203433,Divorce
203433,Divorced People
203433,Ficcin
203434,1800-1815
203434,Anglais Langue
203434,Engels
203438,Allegories
203438,American Fiction Fictional Works By One Author
203438,Belletristische Darstellung
203441,Fiction
203441,Thrillers
203441,Horror
203442,African Americans
203442,American
203442,Family
203450,Historical
203450,Horror
203452,Drug Abuse
203452,Drug Traffic
203452,England
203455,Ancient
203455,Business
203455,Children’S Poetry
203456,Bicycle Touring
203456,Travel
203456,Voyages Around The World
203457,Guerre
203457,Military History
203457,Modern
203462,Apartment Houses
203462,Fiction
203462,Humor
203465,China
203465,Chinese Americans
203465,Domestic Fiction
203474,[NO_SUBJECT]
203476,Adventure Stories
203476,American Wit And Humor
203476,Boats And Boating
203488,Awardhugoawardnovel
203488,Awardnebulaawardnovel
203488,Fantasy
203491,Fiction
203491,Didactic Fiction
203491,Man-Woman Relationships
203500,American Fiction
203500,American Fiction Fictional Works By One Author
203500,Antiquities
203502,Collectionidgoosebumps1
203502,Fiction
203502,Friendships
203503,Collectionidtng
203503,Fiction
203503,Jean-Luc Fictitious Character
203506,Fiction
203506,Large Type Books
203506,Literature
203511,Fiction
203511,Mothers And Daughters
203511,New York Times Book Reviews
203516,Autobiografie
203516,Biografa
203516,Biography
203519,American Fiction
203519,Crime
203519,Fiction
203523,Fiction
203523,Romance
203523,Comics Graphic Novels
203527,Fantasy
203527,Fiction
203527,General
203529,Fiction
203529,General
203529,Short Stories
203531,Fiction
203531,General
203531,Classic Literature
203533,Fiction
203533,Chang Pian Xiao Shuo
203533,Ficcin
203539,Conflict Of Generations
203539,Family
203539,Family Life
203541,Large Type Books
203541,African American Authors
203541,African Americans
203542,Fiction
203542,General
203542,Romance
203550,1000Blackgirlbooks
203550,Abused Wives
203550,Adult Child Sexual Abuse Victims
203558,American Poets
203558,Biography
203558,Childhood And Youth
203559,Interpersonal Relations
203559,Self Concept
203559,Self-Actualization Psychology
203566,Fiction
203566,General
203566,Large Type Books
203567,Adventure Fiction
203567,Adventure Stories
203567,Fantasy Fiction
203573,Archetype Psychology
203573,Contos
203573,Fairy Tales
203575,Fiction
203575,Juvenile Fiction
203575,Large Type Books
203581,Detective And Mystery Stories
203581,Fiction
203581,General
203582,19Th Century
203582,20Th Century
203582,Action Adventure
203583,Americans
203583,Detective And Mystery Stories
203583,Fiction
203596,1939-1945
203596,Interviews
203596,Japanese
203598,Fiction
203598,General
203598,Large Type Books
203601,Biography
203603,General
203603,Fiction
203603,Science Fiction
203604,[NO_SUBJECT]
203607,Art Dcrire
203607,Author
203607,Authors
203611,American Fiction
203611,Brother
203611,Detective And Mystery Stories
203617,Alcoholism
203617,Bombing
203617,Capital Punishment
203618,Fiction
203618,General
203618,Historical
203621,Fiction
203621,Large Type Books
203621,General
203625,Civilisation
203626,1000Blackgirlbooks
203626,African American Authors
203626,African Americans
203641,Fiction
203641,American Humorous Stories
203641,English Fiction
203642,Fiction
203642,Patients
203642,Aids Disease
203644,Anecdotes
203644,Conduct Of Life
203644,Happiness
203649,American Wit And Humor
203649,Humor
203649,Caricatures
203651,Large Type Books
203651,Fiction
203651,Automobile Travel
203653,1960-
203653,African Americans
203653,Afro-Americans
203656,Detective And Mystery Stories
203656,Fiction
203656,General
203663,Christianity
203663,Essays
203663,Gay Men -- Fiction
203665,City And Town Life
203665,Contemporary
203665,Contemporary Romance
203666,Economic Aspects
203666,International Economic Relations
203666,Race Relations -- Fiction
203668,Amelia Fictitious Character
203668,Detective And Mystery Stories
203668,Fiction
203670,Alchemy
203670,Body
203670,Fables
203674,Bounty Hunters
203674,Detective And Mystery Stories
203674,Fiction
203689,Biography
203689,Fraud
203689,General
203698,Fiction
203698,Historical Fiction
203698,Junge Frau
203699,Fiction
203699,American Fiction Fictional Works By One Author
203699,Awardnationalbookawardfiction
203704,Father-Daughter Relationships
203704,Fiction
203704,General
203705,Cult
203705,Fiction
203705,General
203710,Fiction
203710,General
203710,Large Type Books
203714,Fiction
203714,General
203714,Religious Fiction
203723,[NO_SUBJECT]
203726,[NO_SUBJECT]
203727,American
203727,American Humorous Stories
203727,Fiction
203728,Law
203728,United States
203728,University Of South Alabama
203732,[NO_SUBJECT]
203736,Detective And Mystery Stories
203736,Fiction
203736,General
203737,Fiction
203737,General
203737,Humor
203742,Fiction
203742,General
203742,United States
203745,Care
203745,Care And Hygiene
203745,Father And Child
203751,20Th Century
203751,81354
203751,Fiction
203752,Christianity
203752,Gifts
203752,Love
203753,Authors
203753,Biographers
203753,Biographical
203754,Fiction
203754,Law
203754,Legal Status
203756,1991
203756,Disaster
203756,English Language
203762,British And Irish Fiction Fictional Works By One Author
203762,Catholics
203762,Classics
203764,Fiction
203764,General
203764,Large Type Books
203765,Bodice Ripper
203765,Collectionidbodiceripper
203765,Fiction
203766,Fiction
203766,General
203766,Large Type Books
203770,Canada
203770,Fiction
203770,General
203772,Americans
203772,Fiction
203772,General
203781,Botany
203781,Fiction
203781,General
203783,Fiction
203783,Refugee
203783,English Literature -- History And Criticism
203797,Adolescentes
203797,American Fiction
203797,Bereavement
203798,British And Irish Fiction Fictional Works By One Author
203798,Classic Literature
203798,Criticism
203799,Fiction
203799,General
203799,Large Type Books
203800,California
203800,Crime
203800,Detective And Mystery Stories
203805,Fiction
203805,Romance
203805,Large Type Books
203812,Dating Social Customs
203812,Man-Woman Relationships
203820,Fiction
203820,General
203820,English Literature -- History And Criticism
203825,Literature
203825,
203825,African Americans
203827,Fiction
203827,Psychological Fiction
203827,Alchemy
203829,Fiction
203829,General
203829,Books And Reading
203840,Asian Americans
203840,California
203840,China
203843,[NO_SUBJECT]
203844,Fiction
203844,General
203844,Fantasy
203851,American
203851,Fiction
203851,Juvenile Fiction
203857,American Science Fiction
203857,Anglais Langue
203857,Fiction
203859,Americans
203859,Americans In Fiction
203859,China
203860,Fantasy
203860,Fantasy Fiction
203860,Good And Evil
203863,[NO_SUBJECT]
203870,Epic
203870,Fantasy
203870,Fantasy Fiction
203871,20Th Century
203871,African Americans
203871,Alabama
203877,Juvenile Fiction
203877,Fiction
203877,Humor
203883,English Literature -- History And Criticism
203883,Fiction
203883,Fiction In English
203893,Adventure Stories
203893,Awardnewberyaward
203893,Blind
203894,
203894,Biography
203894,Large Type Books
203895,19Th Century
203895,Adventure Stories
203895,African Americans
203896,Fiction
203896,General
203896,Science Fiction
203897,American
203897,American Short Stories
203897,English
203899,1939-1945
203899,American Fiction Fictional Works By One Author
203899,Brother
203900,Fiction
203900,General
203900,Large Type Books
203902,Fiction
203902,France
203902,General
203904,Caricatures
203904,Cat
203904,Pictorial American Wit And Humor
203910,Fiction
203910,General
203910,Large Type Books
203916,Chang Pian Xiao Shuo
203916,Condiciones Sociales
203916,Conditions Sociales
203918,Fiction
203918,Large Type Books
203918,Foster Children
203932,Awardhugoawardnovel
203932,Books And Reading
203932,Fiction
203935,Fiction
203935,Literature
203935,Long Now Manual For Civilization
203948,Ex-Convicts
203948,Fiction
203948,Foundlings
203952,Finance
203952,Personal
203952,Personal Finance
203955,Action Adventure
203955,American Science Fiction
203955,Awardhugoawardnovel
203958,Disaster
203958,English Fiction
203958,Fiction
203963,1806 Anglo-American Literature
203963,Autobiography
203963,Biography
203966,Description And Travel
203966,Hiking
203966,Journeys
203971,1939-1945
203971,Activity Programs
203971,Atrocities
203973,Social Life And Customs
203973,United States
203973,Nonfiction -- Juvenile Literature
203975,Adolescence
203975,Diary
203975,England
203981,Fiction
203981,General
203981,Large Type Books
203982,American Science Fiction
203982,Detective And Mystery Stories
203982,Fiction
203985,Alligators
203985,Detective And Mystery Stories
203985,Dog
203999,1789-1799
203999,Action Adventure
203999,Continental European Fiction
204008,Children Grades 3-4
204011,Detective And Mystery Stories
204011,Fiction
204011,Thriller Fiction
204014,American Fiction
204014,American Humorous Stories
204014,Artist
204024,Detective And Mystery Stories
204024,Fiction
204024,Juvenile Fiction
204027,Civilisation
204027,Civilizacin
204027,Civilization
204031,American Fiction
204031,Brother
204031,Detective And Mystery Stories
204032,Gifts
204032,Humor
204040,Fiction
204040,General
204040,Large Type Books
204044,Fiction
204044,Juvenile Fiction
204044,American Fiction
204049,Computer Networks
204049,Internet
204049,New York Times Book Reviews
204057,Adventure Stories
204057,Chivalry
204057,Continental European Fiction
204072,American
204072,American Wit And Humor
204072,Caricatures
204073,Fiction
204073,General
204073,Morocco
204088,Allegories
204088,American Fiction
204088,American Fiction Fictional Works By One Author
204092,Action Adventure
204092,Adventure
204092,Adventure Stories
204095,Fantasy
204095,Fiction
204095,Historical
204100,
204100,African Americans
204100,American Fiction
204109,Fiction
204109,Accident
204109,Adultery
204115,Fiction
204115,General
204115,Detective And Mystery Stories
204117,Detective And Mystery Stories
204117,Fiction
204117,Large Type Books
204119,Fiction
204119,Friendships
204119,Juvenile Fiction
204122,Discworld Imaginary Place
204122,Drama
204122,English Fantasy Fiction
204124,Bandes DessinéEs
204124,Comic Books
204124,Feng Shui
204134,Fiction
204134,General
204134,Historical
204138,Fiction
204138,General
204138,Horror
204139,Biography
204139,Case Studies
204139,Fiction
204140,Collectiondragonlance
204140,Dragon
204140,Dungeons Dragons Novel
204141,Biographie
204141,Biography
204141,Geographical Exploration
204147,Action Adventure
204147,Adventure
204147,Adventure Stories
204149,Adventure Stories
204149,Ficcin
204149,Fiction
204153,Action Adventure
204153,Adventure Fiction
204153,Adventure Stories
204154,Assassins
204154,Attempted Assassination
204154,Detective And Mystery Stories
204159,English Fiction
204159,Feminism
204159,Feminists
204160,China
204160,Chinese
204160,Chinese Americans
204161,Fiction
204161,General
204161,Soldiers
204162,British
204162,Fiction
204162,General
204164,Coming Of Age
204164,Fiction
204164,Friendship
204167,Fiction
204167,Horror
204167,Juvenile Fiction
204172,Detective And Mystery Stories
204172,Domestic Fiction
204172,Fiction
204174,Discworld Imaginary Place
204174,English Literature -- History And Criticism
204174,Fantasy
204179,Fiction
204179,General
204179,Adventure Stories
204186,American Fiction Fictional Works By One Author
204186,American Short Stories
204186,Fiction
204190,Alcoholics
204190,American Novelists
204190,Authors
204192,Fiction
204192,Aircraft Accidents
204192,General
204196,Europe
204196,Fiction
204196,General
204203,Adventure Fiction
204203,American Fiction
204203,Appreciation
204204,Biography
204204,Case Studies
204204,Fiction
204205,History
204205,Continental European Fiction
204205,Fiction
204206,Citizen Participation
204206,Conservation Of Natural Resources
204206,Environmental Protection
204210,Charlotte Fictitious Character
204210,Charlotte Pitt Fictitious Character
204210,Detective And Mystery Stories
204226,[NO_SUBJECT]
204230,Detective And Mystery Stories
204230,Federal Bureau Of Investigation
204230,Fiction
204238,Amish
204238,Biography
204238,Controversial Literature
204246,Fiction
204246,General
204246,Reading Level-Grade 10
204249,Cosmology
204249,Kosmologie
204249,Biography
204250,Fiction
204250,Detective And Mystery Stories
204250,England
204251,Artist
204251,Biography
204251,California
204253,Fiction
204253,Large Type Books
204253,English Literature -- History And Criticism
204255,Fiction
204255,Friendships
204255,General
204260,American Science Fiction
204260,Awardhugoawardnovel
204260,Cult
204261,Animals
204261,Employee
204261,Fiction
204264,Attorney And Client
204264,California
204264,Detective And Mystery Stories
204269,Crime
204269,Detective And Mystery Stories
204269,Fiction
204273,Archaeologist
204273,Fiction
204273,General
204275,Conflict Of Generations
204275,Family
204275,Fiction
204280,[NO_SUBJECT]
204285,Adventure Stories
204285,Arctic Regions
204285,Assassins
204288,Fiction
204288,General
204288,Greece
204290,Anecdotes
204290,Australia
204290,Civilization
204292,African American Families
204292,African Americans
204292,Afro-Americans
204293,Cooking
204293,Diet
204293,Health
204294,Fiction
204294,Fiction In English
204294,Short Stories
204304,Detective And Mystery Stories
204304,Fiction
204304,Florida
204308,Civilization
204308,Composer
204308,Egypt
204311,Fiction
204311,General
204311,Fantasy
204316,Fiction
204316,Detective And Mystery Stories
204316,General
204324,British
204324,Contemporary
204324,Fiction
204330,Adventure Stories
204330,Australia
204330,Fiction
204331,Brother
204331,Brothers And Sisters
204331,Fiction
204333,Fiction
204333,Ficcin
204333,Mystery And Detective Stories
204341,1961-1975
204341,American War Stories
204341,Children Grades 4-6
204345,Detective And Mystery Stories
204345,Domestic Fiction
204345,Family
204348,Fiction
204348,Authors
204348,Friendship
204349,Father-Daughter Relationships
204349,Fiction
204349,Large Type Books
204359,Fiction
204359,General
204359,Large Type Books
204360,Fiction
204360,General
204360,Contemporary
204363,Fiction
204363,Large Type Books
204363,General
204364,Alzheimers Disease
204364,Biography
204364,Patients
204366,Fiction
204366,General
204366,Large Type Books
204369,Belletristische Darstellung
204369,Bildungsromans
204369,Fiction
204375,Achievement
204375,Conduct Of Life
204375,Interpersonal Relations
204377,Fiction
204377,General
204377,Belletristische Darstellung
204380,Dragon
204380,Epic
204380,Extraterrestrial Beings
204381,China
204381,Chinese
204381,Chinese Americans
204387,Belletristische Darstellung
204387,Fiction
204387,Pianist
204388,Actors
204388,Detective And Mystery Stories
204388,England
204390,Adaptations
204390,American Fantasy Fiction
204390,Fantasy
204391,History
204391,Astronomers
204391,Biography
204393,Fiction
204393,Large Type Books
204393,Ficcin
204395,Fiction
204395,Novela Inglesa
204396,Anecdotes
204396,Animals
204396,Biography
204401,Action Adventure
204401,Chang Pian Xiao Shuo
204401,Extraterrestrial Beings
204402,Man-Woman Relationships
204402,New Age Movement
204402,Spiritual Life
204408,[NO_SUBJECT]
204410,Bildungsromans
204410,Fantasy
204410,Fiction
204414,Fiction
204414,England
204414,General
204418,Executive
204418,Fiction
204418,Sex In The Workplace
204430,Animals
204430,Habitations
204430,Juvenile Fiction
204432,Fiction
204432,Coming Of Age
204432,Friendship
204435,Bildungsromans
204435,Body
204435,Camps
204448,Fiction
204448,Murder
204448,General
204449,Fiction
204449,Painter
204449,Spy Stories
204452,Fiction
204452,General
204452,Literature
204455,Detective And Mystery Stories
204455,Fiction
204455,Mystery
204457,Fiction
204457,Large Type Books
204457,General
204458,Fiction
204458,New York Times Book Reviews
204458,General
204467,[NO_SUBJECT]
204468,Contemporary
204468,Fiction
204468,Romance
204470,Fiction
204470,General
204470,Humor
204474,Fiction
204474,General
204474,Alltag
204477,Artist
204477,English Fiction
204477,Fiction
204478,Detective And Mystery Stories
204478,Fiction
204478,General
204482,Fiction
204482,General
204482,Historical
204486,Aging
204486,Feminism
204486,Feminist Theory
204488,American
204488,American Science Fiction
204488,Awardnebulaawardnovel
204489,Fiction
204489,General
204489,Women
204492,Actors
204492,Actors And Actresses
204492,Charles Fictitious Character
204493,Alcoholics
204493,Alcoholism
204493,Family
204494,
204494,African Americans
204494,American Fiction
204499,Fiction
204499,Long Now Manual For Civilization
204499,1939-1945
204500,Alphabet
204500,American Wit And Humor
204500,Brother
204501,Fiction
204501,Audiobooks
204501,Camping
204504,Fiction
204504,General
204504,Roman
204505,American Fantasy Fiction
204505,Fiction
204505,Short Stories
204507,Child Rearing
204507,Managers
204507,Family
204509,Action Adventure
204509,Adventure
204509,Adventure Stories
204512,Dancer
204512,Employment
204512,Familles
204514,Alex Fictitious Character
204514,California
204514,Delaware
204524,Adventure Stories
204524,Arctic Regions
204524,Assassins
204530,Family Relationships
204530,Literature
204533,Assassins
204533,Fiction
204533,General
204538,Fiction
204538,Alcoholism
204538,American Novelists
204541,Cat
204541,Cat Owners
204541,Detective And Mystery Stories
204548,Dramatist
204548,Fiction
204548,Women Journalists
204558,1939-1945
204558,American
204558,Biography
204561,Arson
204561,Arson Investigation
204561,Criminal Investigation
204567,Action Adventure
204567,American Fiction
204567,American Science Fiction
204569,[NO_SUBJECT]
204571,Fiction
204571,Juvenile Fiction
204571,Large Type Books
204586,Depressions
204586,Fiction
204586,Floods
204590,Couple
204590,Entretiens
204590,Interviews
204591,Fiction
204591,General
204591,Large Type Books
204592,Cartooning
204592,Comic Books
204592,Drawing
204593,Adultery
204593,England
204593,Fiction
204596,[NO_SUBJECT]
204597,Fiction
204597,Great Britain
204597,Intelligence Service
204601,Fiction
204601,Bildungsromans
204601,Death
204605,African American Families
204605,African Americans
204605,Fiction
204606,Americans
204606,Anglo-Saxons
204606,Aristocracy
204611,Fiction
204611,Large Type Books
204611,Psychological Fiction
204619,Fiction
204619,Juvenile Fiction
204619,Diary
204621,Fiction
204621,Inheritance And Succession
204621,Life Change Events
204622,Large Type Books
204622,Fiction
204622,General
204624,Discoveries In Geography
204624,Discovery And Exploration
204624,James
204628,[NO_SUBJECT]
204630,20Th Century
204630,Art
204630,Dictionaries
204631,[NO_SUBJECT]
204634,Fiction
204634,Florida
204634,Humor
204635,81354
204635,American Fiction Fictional Works By One Author
204635,City And Town Life
204641,81354
204641,Awardnationalbookawardfiction
204641,Bible
204648,Airplane
204648,Fiction
204648,James Fictitious Character
204650,Adventure Stories
204650,Ficcin
204650,Fiction
204652,Fiction
204652,Brother
204652,Crime Mystery
204653,Storytelling
204653,Accelerated Reader
204653,Adventure Stories
204655,Courage
204655,Dog
204655,Dragon
204660,Fiction
204660,Large Type Books
204660,Teenagers
204663,Fiction
204663,Juvenile Fiction
204663,Humor
204669,Family Life
204669,Fiction
204669,General
204672,French Fiction
204672,French Language Materials
204672,Literature
204675,1861-1865
204675,Awardnationalbookawardfiction
204675,Civil Wars
204676,Fiction
204676,Science Fiction
204676,General
204678,Communicable Diseases
204678,Detective And Mystery Stories
204678,Fiction
204688,Fiction
204688,Historical
204688,Ireland
204689,False Personation
204689,Fiction
204689,Rich People
204692,Child
204692,Health And Hygiene
204692,Abused Children
204696,Fiction
204696,General
204696,Humor
204697,Adventure Fiction
204697,Adventure Stories
204697,Animated Films
204698,Fiction
204698,Adventure Stories
204698,Allegories
204700,"Correspondence, Reminiscences, Etc."
204700,Fiction
204700,General
204702,Collectionidst
204702,Fantasy
204702,Fiction
204708,Action Adventure
204708,Fiction
204708,General
204719,1939-1945
204719,Activity Programs
204719,Atrocities
204724,1939-1945
204724,France
204724,History
204731,American
204731,American Fiction Fictional Works By One Author
204731,American Ghost Stories
204733,Battle Of
204733,Claire Fictitious Character
204733,Fantastic Fiction
204734,Nature
204735,China
204735,Chinese
204735,Chinese Americans
204736,Fiction
204736,Fiction In English
204736,France
204747,Detective And Mystery Stories
204747,Fiction
204747,Police
204748,Detective And Mystery Stories
204748,Fiction
204748,General
204753,Fiction
204753,Detective And Mystery Stories
204753,Friendship
204754,Fiction
204754,Psychological Fiction
204754,Seattle Wash
204762,
204762,African Americans
204762,American Fiction
204763,Baseball Stories
204763,Fiction
204763,Friendships
204765,1939-1945
204765,Canadian Fiction
204765,Chile
204766,Low-Fat Diet
204766,Recipe
204773,Fiction
204773,General
204773,Haunted House
204777,Fiction
204777,General
204777,Thriller Fiction
204781,Biography
204781,Detective And Mystery Stories
204781,Domestic Fiction
204782,Accident
204782,Anecdotes
204782,Autobiografie
204783,Fiction
204783,Thrillers
204783,Large Type Books
204788,Fiction
204788,General
204788,Large Type Books
204790,Fiction
204790,General
204790,Thriller Fiction
204792,African American Families
204792,African Americans
204792,Fiction
204793,Adventure
204793,Comics Graphic Novels
204793,End Of The World
204794,Amish
204794,Case Studies
204794,Nonfiction -- Juvenile Literature
204799,Fiction
204799,General
204799,Angels
204800,California
204800,Fiction
204800,General
204801,Fiction
204801,Large Type Books
204801,Open Library Staff Picks
204802,Fiction
204802,Large Type Books
204802,General
204803,American Fiction Fictional Works By One Author
204803,Classic Literature
204803,Classics
204804,Fiction
204804,Large Type Books
204804,Thriller Fiction
204807,Adventure Stories
204807,Alaska
204807,Biography
204808,City And Town Life
204808,Fiction
204808,General
204809,Fiction
204809,General
204809,Historical
204813,Fiction
204813,General
204813,Large Type Books
204817,Art
204817,Artist
204817,Biographical
204820,Fiction
204820,General
204820,Actors
204822,Fiction
204822,Adventure
204822,Large Type Books
204823,[NO_SUBJECT]
204825,Fiction
204825,Fantasy
204825,General
204830,Action Adventure
204830,American Fiction
204830,Belletristische Darstellung
204838,Biography
204838,Family
204838,Holocaust
204843,1939-1945
204843,Cuentos De Amor
204843,Fiction
204844,Fiction
204844,Large Type Books
204844,General
204854,Disease
204854,Fiction
204854,Horse
204858,[NO_SUBJECT]
204860,Fiction
204860,Fate And Fatalism
204860,France
204864,Fiction
204864,General
204864,Large Type Books
204867,Biography
204867,Case Studies
204867,Crime
204884,Imitations
204884,Parodies
204891,[NO_SUBJECT]
204895,Criticism
204895,General
204895,Modern
204900,Anecdotes
204903,Cancers
204903,Fiction
204903,Florida
204907,American
204907,Authors
204907,Biography
204909,Fiction
204909,Literature
204909,General
204921,Fiction
204921,General
204921,Cousin
204929,Fiction
204929,General
204929,Large Type Books
204930,Boys
204930,Curious George Fictitious Character
204930,Fiction
204931,Adaptations
204931,Allegories
204931,Animals
204936,Fiction
204936,General
204936,Drama
204938,1961-1975
204938,Fiction
204938,Male Friendship
204942,1000Blackgirlbooks
204942,Fantasy
204942,Fiction
204943,American Fiction
204943,American Fiction Fictional Works By One Author
204943,Fiction
204945,Fiction
204945,Humor
204945,Detective And Mystery Stories
204946,Fiction
204946,General
204946,Fiction In English
204949,Fiction
204949,General
204949,Man-Woman Relationships
204953,1961-1975
204953,Detective And Mystery Stories
204953,Fiction
204958,Administration Of
204958,Anecdotes
204958,Biography
204959,Biography
204959,Extraterrestrial Beings
204959,Parapsychology
204962,Amsterdam Netherlands
204962,Detective And Mystery Stories
204962,Fiction
204964,Fiction
204964,General
204964,England
204965,Dinners And Dining
204965,History
204968,Fiction
204968,Juvenile Fiction
204968,Family
204971,
204971,Emperors
204971,Ficcin
204972,Fiction
204972,General
204972,Large Type Books
204974,Biography
204974,Childhood And Youth
204974,Historian
204978,Fiction
204978,General
204978,Long Now Manual For Civilization
204982,Action Adventure
204982,American Fiction
204982,Amusement Parks
204995,American Horror Tales
204995,English Horror Tales
204995,Fiction
204997,Adventure
204997,Adventure Stories
204997,Allegories
205001,Dutch Fiction
205001,Ficcin
205001,Fiction
205008,Conflict Management
205008,New York Times Bestseller
205008,Philosophy
205016,Action Adventure
205016,Collectionidswnra
205016,Fiction
205019,Adventure Fiction
205019,Adventure Stories
205019,Alaska
205028,Adventure Stories
205028,American Fiction
205028,Awardnewberyaward
205035,Bildungsromans
205035,Coming Of Age
205035,Contemporary
205037,Fiction
205037,Comic Books
205037,Strips
205038,Fiction
205038,Large Type Books
205038,Psychological Fiction
205046,Detective And Mystery Stories
205046,England
205046,English Detective And Mystery Stories
205050,Design And Construction
205050,Family Life
205050,Fiction
205051,Fiction
205051,1861-1865
205051,Abolitionists
205053,Accountancy
205053,Arson Investigation
205053,Betrothal
205054,Fiction
205054,Juvenile Fiction
205054,Biography
205055,Fiction
205055,Imaginary Wars And Battles
205055,Thrillers
205057,Anecdotes
205057,Biografa
205057,Biography
205058,Businesspeople -- Fiction
205058,Humor
205058,Travel
205059,1939-1945
205059,Adventure Stories
205059,African American Girls
205060,Contemporary
205060,Fiction
205060,Large Type Books
